session_id,session_start_dt,session_finish_dt,username,ip_address,country,city,geo_point
5932,2024-05-13 04:01:09,2024-05-13 08:59:12,user327,192.168.103.17,United States,Des Moines,"[41.5725,-93.6105]"
5933,2024-06-17 17:11:29,2024-06-17 20:51:53,user396,192.168.145.1,Brazil,Montes Claros,"[-16.72,-43.86]"
5934,2024-05-02 11:08:59,2024-05-02 11:14:19,user493,192.168.86.82,United States,Mesa,"[33.4017,-111.7181]"
5935,2024-05-13 17:13:58,2024-05-14 01:43:09,user336,192.168.224.140,Mexico,San Luis Potosí,"[22.17,-101]"
5936,2024-05-26 18:20:02,2024-05-26 19:06:03,user50,192.168.81.24,United Kingdom,Kingston upon Hull,"[53.7504,-0.33]"
5937,2024-06-16 10:14:14,2024-06-16 18:06:48,user354,192.168.192.218,Germany,Bielefeld,"[52.03,8.53]"
5938,2024-05-28 23:57:46,2024-05-29 04:30:37,user281,192.168.44.110,Brazil,Vitória,"[-20.324,-40.366]"
5939,2024-03-03 15:13:18,2024-03-03 20:43:39,user394,192.168.32.5,Brazil,João Pessoa,"[-7.1011,-34.8761]"
5940,2024-05-12 05:07:26,2024-05-12 10:13:25,user337,192.168.16.120,Russia,Krasnodar,"[45.02,39]"
5941,2024-06-16 17:43:39,2024-06-17 02:31:26,user111,192.168.178.215,Venezuela,San Cristóbal,"[7.77,-72.25]"
5942,2024-05-06 18:41:12,2024-05-06 19:35:57,user342,192.168.237.36,Mexico,Mazatlán,"[23.2211,-106.42]"
5943,2024-06-08 20:27:30,2024-06-09 02:46:27,user473,192.168.0.236,United States,Tucson,"[32.1545,-110.8782]"
5944,2024-06-14 12:58:37,2024-06-14 18:58:13,user405,192.168.99.5,Mexico,Tuxtla,"[16.75,-93.15]"
5945,2024-06-10 06:28:05,2024-06-10 11:43:45,user68,192.168.159.191,Argentina,San Miguel de Tucumán,"[-26.816,-65.2166]"
5946,2024-05-11 17:08:05,2024-05-11 20:40:42,user69,192.168.205.180,Russia,Samara,"[53.195,50.1513]"
5947,2024-06-15 04:34:33,2024-06-15 05:25:45,user473,192.168.0.236,United States,Tucson,"[32.1545,-110.8782]"
5948,2024-05-02 20:46:11,2024-05-03 03:18:49,user36,192.168.22.185,Ukraine,Kryvyy Rih,"[47.9283,33.345]"
5949,2024-06-20 00:53:24,2024-06-20 06:36:55,user41,192.168.112.62,Argentina,Mar del Plata,"[-38,-57.58]"
5950,2024-06-18 13:57:57,2024-06-18 15:38:29,user367,192.168.175.17,Germany,Augsburg,"[48.35,10.9]"
5951,2024-05-02 05:46:46,2024-05-02 13:19:14,user274,192.168.191.116,Germany,Dortmund,"[51.53,7.45]"
5952,2024-06-21 06:31:26,2024-06-21 12:14:13,user109,192.168.226.137,Egypt,Giza,"[30.01,31.19]"
5953,2024-06-07 14:46:31,2024-06-07 18:19:33,user154,192.168.73.70,Indonesia,Ambon,"[-3.7167,128.2]"
5954,2024-06-04 21:26:22,2024-06-05 05:34:19,user136,192.168.26.148,Argentina,San Juan,"[-31.55,-68.52]"
5955,2024-06-21 23:25:47,2024-06-22 05:06:12,user230,192.168.220.184,Turkey,Şanlıurfa,"[37.17,38.795]"
5956,2024-06-13 11:26:47,2024-06-13 13:29:26,user353,192.168.209.195,Nigeria,Jos,"[9.93,8.89]"
5957,2024-05-01 12:38:46,2024-05-01 18:40:25,user251,192.168.8.55,United States,San Jose,"[37.3021,-121.8489]"
5958,2024-06-14 19:11:08,2024-06-14 22:26:17,user168,192.168.122.236,Italy,Catania,"[37.5,15.08]"
5959,2024-03-01 02:08:18,2024-03-01 10:01:31,user281,192.168.44.110,Brazil,Vitória,"[-20.324,-40.366]"
5960,2024-06-05 00:01:29,2024-06-05 08:59:28,user149,192.168.44.213,Brazil,São Luís,"[-2.516,-44.266]"
5961,2024-06-19 15:14:52,2024-06-19 20:34:12,user111,192.168.178.215,Venezuela,San Cristóbal,"[7.77,-72.25]"
5962,2024-05-19 13:34:31,2024-05-19 20:40:46,user224,192.168.66.243,Sweden,Stockholm,"[59.3508,18.0973]"
5963,2024-05-09 20:59:37,2024-05-10 01:18:56,user54,192.168.224.249,Tunisia,Sfax,"[34.75,10.72]"
5964,2024-06-15 21:58:32,2024-06-16 00:06:45,user161,192.168.43.141,Mexico,Monterrey,"[25.67,-100.33]"
5965,2024-06-16 15:15:29,2024-06-16 23:11:57,user330,192.168.81.14,Vietnam,Quảng Hà,"[16.06,108.25]"
5966,2024-06-10 23:35:48,2024-06-11 05:20:29,user470,192.168.203.139,Russia,Kursk,"[51.74,36.19]"
5967,2024-06-21 08:25:59,2024-06-21 08:55:49,user30,192.168.10.72,France,Strasbourg,"[48.58,7.75]"
5968,2024-06-01 19:50:06,2024-06-01 20:20:06,user64,192.168.27.190,Australia,Cranbourne,"[-38.0996,145.2834]"
5969,2024-06-20 17:10:39,2024-06-20 18:05:32,user320,192.168.19.85,Brazil,Rio de Janeiro,"[-22.925,-43.225]"
5970,2024-05-16 08:59:22,2024-05-16 10:38:20,user467,192.168.178.81,Brazil,Foz do Iguaçu,"[-25.5235,-54.53]"
5971,2024-05-25 21:39:16,2024-05-26 04:18:17,user25,192.168.189.181,Turkey,Batman,"[37.8904,41.14]"
5972,2024-06-29 02:48:45,2024-06-29 08:57:07,user148,192.168.150.131,Brazil,Goiânia,"[-16.72,-49.3]"
5973,2024-05-01 22:37:40,2024-05-02 05:59:42,user107,192.168.189.111,Vietnam,Huế,"[16.47,107.58]"
5974,2024-06-18 23:29:51,2024-06-19 04:45:41,user168,192.168.122.236,Italy,Catania,"[37.5,15.08]"
5975,2024-06-02 19:51:41,2024-06-03 02:04:36,user318,192.168.168.75,Nigeria,Lagos,"[6.4433,3.3915]"
5976,2024-06-14 18:18:43,2024-06-14 21:05:55,user365,192.168.239.10,Italy,Naples,"[40.84,14.245]"
5977,2024-06-14 08:33:18,2024-06-14 10:41:41,user485,192.168.65.215,Australia,Perth,"[-31.955,115.84]"
5978,2024-06-15 00:33:46,2024-06-15 05:31:38,user218,192.168.108.26,Russia,Krasnodar,"[45.02,39]"
5979,2024-05-15 05:39:50,2024-05-15 09:07:17,user198,192.168.87.134,Brazil,Natal,"[-5.78,-35.24]"
5980,2024-05-17 16:34:28,2024-05-17 19:03:09,user336,192.168.224.140,Mexico,San Luis Potosí,"[22.17,-101]"
5981,2024-05-12 04:13:59,2024-05-12 07:42:58,user166,192.168.134.191,Russia,Ryazan’,"[54.62,39.72]"
5982,2024-06-28 19:00:32,2024-06-29 00:15:40,user362,192.168.39.49,Ukraine,Mariupol’,"[47.0962,37.5562]"
5983,2024-06-08 21:41:10,2024-06-09 03:18:41,user149,192.168.44.213,Brazil,São Luís,"[-2.516,-44.266]"
5984,2024-06-24 16:44:05,2024-06-25 01:42:51,user354,192.168.192.218,Germany,Bielefeld,"[52.03,8.53]"
5985,2024-05-13 15:05:36,2024-05-13 16:07:37,user455,192.168.156.162,United States,Springfield,"[42.1155,-72.5395]"
5986,2024-06-13 16:20:43,2024-06-13 23:23:40,user267,192.168.248.23,"Korea, South",Jeju,"[33.5101,126.5219]"
5987,2024-06-12 22:13:55,2024-06-12 23:24:59,user77,192.168.68.198,Ukraine,Mykolayiv,"[46.9677,31.9843]"
5988,2024-06-16 11:29:51,2024-06-16 14:20:10,user421,192.168.225.147,Brazil,Foz do Iguaçu,"[-25.5235,-54.53]"
5989,2024-06-06 15:37:32,2024-06-06 21:21:56,user7,192.168.203.18,Poland,Wrocław,"[51.1104,17.03]"
5990,2024-05-04 04:25:55,2024-05-04 05:45:25,user272,192.168.129.68,Brazil,Ribeirão Prêto,"[-21.17,-47.83]"
5991,2024-05-17 06:16:31,2024-05-17 08:02:25,user337,192.168.16.120,Russia,Krasnodar,"[45.02,39]"
5992,2024-06-28 01:39:13,2024-06-28 04:01:55,user323,192.168.43.111,United States,Las Vegas,"[36.2333,-115.2654]"
5993,2024-05-15 05:08:04,2024-05-15 08:00:45,user296,192.168.54.169,Turkey,Erzurum,"[39.9204,41.29]"
5994,2024-05-10 18:14:12,2024-05-10 19:38:54,user71,192.168.31.224,Brazil,Olinda,"[-8,-34.85]"
5995,2024-06-12 03:14:09,2024-06-12 11:35:51,user154,192.168.73.70,Indonesia,Ambon,"[-3.7167,128.2]"
5996,2024-06-27 08:15:51,2024-06-27 09:00:19,user309,192.168.71.203,United States,San Antonio,"[29.4658,-98.5254]"
5997,2024-06-30 22:38:33,2024-07-01 05:18:52,user458,192.168.114.174,United States,Lexington,"[38.0423,-84.4587]"
5998,2024-05-28 16:46:31,2024-05-28 23:02:44,user176,192.168.185.26,"Korea, South",Bucheon,"[37.4989,126.7831]"
5999,2024-06-02 11:21:33,2024-06-02 13:50:50,user108,192.168.78.211,Russia,Volzhskiy,"[48.7948,44.7744]"
6000,2024-06-18 13:41:49,2024-06-18 15:42:30,user361,192.168.158.111,Nigeria,Kano,"[12,8.52]"
6001,2024-06-28 19:54:55,2024-06-28 22:43:28,user260,192.168.148.87,United States,Oklahoma City,"[35.4676,-97.5137]"
6002,2024-05-04 13:56:25,2024-05-04 16:53:38,user36,192.168.22.185,Ukraine,Kryvyy Rih,"[47.9283,33.345]"
6003,2024-05-24 02:09:54,2024-05-24 04:29:45,user336,192.168.224.140,Mexico,San Luis Potosí,"[22.17,-101]"
6004,2024-06-14 00:35:02,2024-06-14 02:41:03,user245,192.168.233.80,Brazil,Itajaí,"[-26.8996,-48.68]"
6005,2024-04-17 19:52:55,2024-04-17 23:54:04,user240,192.168.184.218,Japan,Okayama,"[34.672,133.9171]"
6006,2024-05-11 01:22:18,2024-05-11 09:41:51,user383,192.168.101.160,United States,Sacramento,"[38.5667,-121.4683]"
6007,2024-06-15 07:46:25,2024-06-15 13:05:09,user88,192.168.118.36,United States,Colorado Springs,"[38.8674,-104.7606]"
6008,2024-04-24 10:58:33,2024-04-24 19:02:28,user349,192.168.163.120,France,Toulon,"[43.1342,5.9188]"
6009,2024-05-23 03:26:18,2024-05-23 09:59:10,user5,192.168.125.80,Vietnam,Phan Thiết,"[10.9337,108.1001]"
6010,2024-06-09 01:13:05,2024-06-09 07:01:58,user315,192.168.69.126,"Korea, South",Suwon,"[37.2578,127.0109]"
6011,2024-06-24 09:34:45,2024-06-24 15:30:26,user247,192.168.214.111,Mexico,Reynosa,"[26.08,-98.3]"
6012,2024-05-01 08:00:41,2024-05-01 14:39:04,user131,192.168.20.161,Argentina,Mendoza,"[-32.8833,-68.8166]"
6013,2024-06-13 07:38:13,2024-06-13 08:51:12,user213,192.168.84.180,Poland,Warsaw,"[52.25,21]"
6014,2024-05-03 01:39:08,2024-05-03 06:56:03,user275,192.168.132.137,United Arab Emirates,Al ‘Ayn,"[24.2305,55.74]"
6015,2024-05-21 22:28:29,2024-05-21 23:46:00,user465,192.168.176.211,Egypt,Kawm Umbū,"[24.47,32.95]"
6016,2024-05-22 19:23:23,2024-05-22 22:10:40,user241,192.168.196.228,United Kingdom,Coventry,"[52.4204,-1.5]"
6017,2024-06-02 13:42:45,2024-06-02 18:21:09,user197,192.168.113.240,Poland,Szczecin,"[53.4204,14.53]"
6018,2024-05-06 20:07:57,2024-05-06 22:52:46,user376,192.168.97.187,United States,New Haven,"[41.3112,-72.9246]"
6019,2024-05-13 21:32:22,2024-05-14 05:34:42,user345,192.168.11.61,Brazil,São José dos Pinhais,"[-25.57,-49.18]"
6020,2024-06-10 02:10:48,2024-06-10 08:49:41,user152,192.168.41.229,United States,Madison,"[43.0827,-89.3923]"
6021,2024-06-20 03:20:15,2024-06-20 07:58:58,user21,192.168.28.183,Turkey,Kahramanmaraş,"[37.61,36.945]"
6022,2024-06-05 22:19:46,2024-06-06 06:23:57,user318,192.168.168.75,Nigeria,Lagos,"[6.4433,3.3915]"
6023,2024-05-17 08:34:04,2024-05-17 17:07:15,user103,192.168.65.235,Russia,Murmansk,"[68.97,33.1]"
6024,2024-06-21 07:05:42,2024-06-21 13:51:29,user218,192.168.108.26,Russia,Krasnodar,"[45.02,39]"
6025,2024-05-01 05:27:24,2024-05-01 07:55:19,user375,192.168.34.29,Russia,Tver’,"[56.86,35.89]"
6026,2024-06-16 11:34:33,2024-06-16 19:30:08,user352,192.168.169.71,United States,Worcester,"[42.2705,-71.8079]"
6027,2024-06-02 23:58:40,2024-06-03 05:48:45,user14,192.168.206.125,Japan,Kyōto,"[35.03,135.75]"
6028,2024-06-29 16:45:50,2024-06-30 01:29:23,user115,192.168.35.171,United States,Port St. Lucie,"[27.2796,-80.3884]"
6029,2024-05-14 16:16:01,2024-05-14 21:14:20,user340,192.168.6.129,Poland,Lublin,"[51.2504,22.5727]"
6030,2024-05-06 09:37:32,2024-05-06 11:35:50,user112,192.168.191.170,United States,Fort Collins,"[40.5475,-105.0651]"
6031,2024-05-15 01:54:45,2024-05-15 02:56:26,user37,192.168.216.228,United States,Kissimmee,"[28.3042,-81.4164]"
6032,2024-05-20 02:22:59,2024-05-20 03:44:33,user24,192.168.137.13,Brazil,Brasília,"[-15.7833,-47.9161]"
6033,2024-06-11 20:59:06,2024-06-12 03:16:52,user105,192.168.106.244,Argentina,Salta,"[-24.7834,-65.4166]"
6034,2024-05-24 22:45:05,2024-05-25 01:49:09,user194,192.168.237.206,Brazil,Pelotas,"[-31.75,-52.33]"
6035,2024-06-01 05:44:48,2024-06-01 13:50:20,user49,192.168.152.73,Indonesia,Semarang,"[-6.9666,110.42]"
6036,2024-06-14 19:29:23,2024-06-14 20:00:39,user170,192.168.83.87,Turkey,Erzurum,"[39.9204,41.29]"
6037,2024-06-26 13:47:17,2024-06-26 18:46:46,user87,192.168.168.244,Russia,Stavropol’,"[45.05,41.98]"
6038,2024-05-29 11:13:35,2024-05-29 15:40:44,user60,192.168.106.7,United States,Kissimmee,"[28.3042,-81.4164]"
6039,2024-05-01 15:46:29,2024-05-01 20:08:58,user115,192.168.35.171,United States,Port St. Lucie,"[27.2796,-80.3884]"
6040,2024-05-11 00:59:57,2024-05-11 05:32:25,user427,192.168.73.14,Russia,Novokuznetsk,"[53.75,87.115]"
6041,2024-05-03 05:32:21,2024-05-03 11:50:39,user443,192.168.238.33,Spain,Murcia,"[37.98,-1.13]"
6042,2024-05-19 06:32:59,2024-05-19 07:28:55,user467,192.168.178.81,Brazil,Foz do Iguaçu,"[-25.5235,-54.53]"
6043,2024-05-15 17:50:55,2024-05-16 02:15:53,user327,192.168.103.17,United States,Des Moines,"[41.5725,-93.6105]"
6044,2024-05-06 09:22:00,2024-05-06 12:31:14,user58,192.168.17.213,Poland,Kraków,"[50.06,19.96]"
6045,2024-05-26 22:52:31,2024-05-27 01:58:40,user456,192.168.183.10,Japan,Fukuoka,"[33.595,130.41]"
6046,2024-06-18 02:26:10,2024-06-18 10:28:37,user10,192.168.150.49,United States,Winston-Salem,"[36.1029,-80.261]"
6047,2024-05-01 22:23:16,2024-05-01 23:50:58,user412,192.168.208.5,United Arab Emirates,Dubai,"[25.23,55.28]"
6048,2024-05-11 08:56:11,2024-05-11 13:36:32,user34,192.168.254.229,"Korea, South",Cheongju,"[36.6439,127.5012]"
6049,2024-06-20 03:26:21,2024-06-20 07:43:01,user90,192.168.4.201,Japan,Kyōto,"[35.03,135.75]"
6050,2024-05-22 02:25:04,2024-05-22 11:11:04,user24,192.168.137.13,Brazil,Brasília,"[-15.7833,-47.9161]"
6051,2024-06-08 10:12:44,2024-06-08 11:11:17,user61,192.168.14.232,Japan,Iwaki,"[37.0553,140.89]"
6052,2024-06-17 16:24:58,2024-06-17 18:21:24,user424,192.168.201.30,United States,New Orleans,"[30.0687,-89.9288]"
6053,2024-06-17 06:04:54,2024-06-17 11:16:59,user334,192.168.42.44,Russia,Izhevsk,"[56.85,53.23]"
6054,2024-06-24 13:56:47,2024-06-24 14:26:18,user352,192.168.169.71,United States,Worcester,"[42.2705,-71.8079]"
6055,2024-06-05 01:20:08,2024-06-05 07:58:56,user197,192.168.113.240,Poland,Szczecin,"[53.4204,14.53]"
6056,2024-06-26 23:57:48,2024-06-27 04:38:37,user109,192.168.226.137,Egypt,Giza,"[30.01,31.19]"
6057,2024-03-03 01:19:52,2024-03-03 09:14:29,user50,192.168.81.24,United Kingdom,Kingston upon Hull,"[53.7504,-0.33]"
6058,2024-05-15 08:23:04,2024-05-15 12:16:43,user435,192.168.23.107,Brazil,Natal,"[-5.78,-35.24]"
6059,2024-06-28 05:05:25,2024-06-28 10:09:40,user73,192.168.255.84,France,Marseille,"[43.29,5.375]"
6060,2024-05-14 21:26:27,2024-05-15 03:05:25,user376,192.168.97.187,United States,New Haven,"[41.3112,-72.9246]"
6061,2024-05-15 03:04:01,2024-05-15 09:39:16,user398,192.168.108.143,Russia,Khabarovsk,"[48.455,135.12]"
6062,2024-06-24 06:32:18,2024-06-24 09:13:38,user424,192.168.201.30,United States,New Orleans,"[30.0687,-89.9288]"
6063,2024-05-23 19:02:05,2024-05-24 01:21:47,user442,192.168.137.197,Poland,Wrocław,"[51.1104,17.03]"
6064,2024-05-22 04:15:54,2024-05-22 05:09:34,user51,192.168.42.38,Indonesia,Makassar,"[-5.14,119.432]"
6065,2024-05-05 13:57:29,2024-05-05 17:24:03,user153,192.168.203.247,Nigeria,Ogbomoso,"[8.13,4.24]"
6066,2024-06-01 08:20:11,2024-06-01 11:11:29,user338,192.168.215.106,Mexico,Acapulco de Juárez,"[16.85,-99.916]"
6067,2024-05-06 09:28:25,2024-05-06 09:50:36,user73,192.168.255.84,France,Marseille,"[43.29,5.375]"
6068,2024-06-29 21:33:01,2024-06-29 23:32:56,user158,192.168.73.226,Kazakhstan,Almaty,"[43.325,76.915]"
6069,2024-06-25 03:31:07,2024-06-25 12:30:12,user229,192.168.143.93,United States,Bonita Springs,"[26.3559,-81.7861]"
6070,2024-05-05 14:42:56,2024-05-05 18:26:40,user107,192.168.189.111,Vietnam,Huế,"[16.47,107.58]"
6071,2024-06-14 23:34:50,2024-06-15 00:43:26,user423,192.168.228.178,Spain,Las Palmas de Gran Canaria,"[28.1,-15.43]"
6072,2024-05-15 10:02:45,2024-05-15 15:25:55,user358,192.168.249.78,Japan,Gifu,"[35.4231,136.7628]"
6073,2024-05-08 23:50:09,2024-05-09 02:10:18,user202,192.168.130.249,Belgium,Liège,"[50.63,5.58]"
6074,2024-06-20 20:56:40,2024-06-20 22:23:46,user169,192.168.139.97,Mexico,Nuevo Laredo,"[27.5,-99.55]"
6075,2024-05-29 06:45:40,2024-05-29 10:34:17,user24,192.168.137.13,Brazil,Brasília,"[-15.7833,-47.9161]"
6076,2024-05-11 09:50:06,2024-05-11 13:12:04,user317,192.168.43.63,United Kingdom,Bournemouth,"[50.73,-1.9]"
6077,2024-06-30 15:47:21,2024-06-30 20:49:22,user480,192.168.145.127,Germany,Bremen,"[53.08,8.8]"
6078,2024-05-27 07:32:59,2024-05-27 13:03:29,user465,192.168.176.211,Egypt,Kawm Umbū,"[24.47,32.95]"
6079,2024-06-25 03:06:07,2024-06-25 11:06:34,user367,192.168.175.17,Germany,Augsburg,"[48.35,10.9]"
6080,2024-06-16 11:54:25,2024-06-16 18:28:00,user357,192.168.218.48,Morocco,Ksar El Kebir,"[35.0204,-5.91]"
6081,2024-05-14 13:48:12,2024-05-14 16:10:56,user110,192.168.127.132,Egypt,Qinā,"[26.1505,32.72]"
6082,2024-05-30 08:21:17,2024-05-30 09:19:21,user442,192.168.137.197,Poland,Wrocław,"[51.1104,17.03]"
6083,2024-06-20 22:03:32,2024-06-21 05:11:09,user170,192.168.83.87,Turkey,Erzurum,"[39.9204,41.29]"
6084,2024-06-03 11:24:49,2024-06-03 17:04:15,user29,192.168.186.76,Morocco,Kenitra,"[34.2704,-6.58]"
6085,2024-05-01 03:14:41,2024-05-01 05:26:45,user457,192.168.96.17,Japan,Matsuyama,"[33.8455,132.7658]"
6086,2024-05-13 02:02:04,2024-05-13 09:57:38,user38,192.168.153.165,Czechia,Ostrava,"[49.8304,18.25]"
6087,2024-05-23 15:18:17,2024-05-23 15:43:07,user390,192.168.93.20,United States,Fresno,"[36.7831,-119.7941]"
6088,2024-06-18 20:28:29,2024-06-18 22:30:49,user35,192.168.239.14,United States,Chattanooga,"[35.0657,-85.2487]"
6089,2024-05-16 00:07:16,2024-05-16 06:46:02,user468,192.168.33.132,Romania,Craiova,"[44.3263,23.8259]"
6090,2024-05-07 18:14:11,2024-05-07 18:50:27,user126,192.168.2.113,Nigeria,Akure,"[7.2504,5.2]"
6091,2024-06-07 21:04:17,2024-06-08 04:38:41,user207,192.168.21.28,United Kingdom,Southend-on-Sea,"[51.55,0.72]"
6092,2024-05-05 15:40:23,2024-05-05 21:19:51,user172,192.168.24.131,United States,Ann Arbor,"[42.2755,-83.7312]"
6093,2024-06-28 13:23:24,2024-06-28 21:25:54,user3,192.168.191.162,Argentina,Santa Fe,"[-31.6239,-60.69]"
6094,2024-05-12 12:44:58,2024-05-12 14:23:33,user112,192.168.191.170,United States,Fort Collins,"[40.5475,-105.0651]"
6095,2024-05-10 04:51:13,2024-05-10 09:50:28,user484,192.168.78.202,United States,Miami,"[25.7839,-80.2102]"
6096,2024-06-28 13:33:10,2024-06-28 15:47:10,user448,192.168.223.107,United States,Santa Rosa,"[38.4458,-122.7067]"
6097,2024-05-29 03:58:53,2024-05-29 07:50:01,user234,192.168.102.29,Vietnam,Nha Trang,"[12.25,109.17]"
6098,2024-05-31 15:30:13,2024-05-31 19:32:58,user299,192.168.48.237,United States,Salt Lake City,"[40.7774,-111.93]"
6099,2024-05-15 05:49:35,2024-05-15 07:33:08,user46,192.168.117.188,Russia,Kaliningrad,"[54.7,20.4973]"
6100,2024-05-09 10:23:43,2024-05-09 15:39:56,user497,192.168.88.140,United Kingdom,Bradford,"[53.8,-1.75]"
6101,2024-05-08 18:24:31,2024-05-08 20:44:42,user406,192.168.188.168,Russia,Krasnodar,"[45.02,39]"
6102,2024-06-02 23:45:34,2024-06-03 02:22:21,user283,192.168.174.210,Belgium,Charleroi,"[50.4204,4.45]"
6103,2024-06-02 20:28:41,2024-06-02 21:19:37,user344,192.168.98.136,Mexico,Monterrey,"[25.67,-100.33]"
6104,2024-05-28 17:24:13,2024-05-28 23:55:52,user9,192.168.70.236,Brazil,Sorocaba,"[-23.49,-47.47]"
6105,2024-05-01 18:45:56,2024-05-01 20:08:32,user47,192.168.185.43,Brazil,Teresina,"[-5.095,-42.78]"
6106,2024-05-24 11:37:45,2024-05-24 14:14:53,user409,192.168.36.202,United States,Fort Worth,"[32.7812,-97.3472]"
6107,2024-05-07 08:25:38,2024-05-07 15:01:01,user457,192.168.96.17,Japan,Matsuyama,"[33.8455,132.7658]"
6108,2024-05-06 02:31:18,2024-05-06 08:09:50,user323,192.168.43.111,United States,Las Vegas,"[36.2333,-115.2654]"
6109,2024-05-18 08:25:24,2024-05-18 16:41:24,user191,192.168.130.60,Italy,Florence,"[43.78,11.25]"
6110,2024-05-20 04:46:10,2024-05-20 11:27:23,user95,192.168.130.215,Kazakhstan,Pavlodar,"[52.3,76.95]"
6111,2024-06-28 00:48:16,2024-06-28 02:33:53,user84,192.168.13.21,Russia,Orël,"[52.97,36.07]"
6112,2024-05-19 19:38:32,2024-05-19 23:25:14,user173,192.168.113.193,United States,Seattle,"[47.6211,-122.3244]"
6113,2024-06-27 18:55:49,2024-06-27 20:40:17,user310,192.168.25.48,Brazil,Vila Velha,"[-20.3676,-40.318]"
6114,2024-06-08 12:24:29,2024-06-08 20:27:20,user380,192.168.18.85,Italy,Palermo,"[38.125,13.35]"
6115,2024-06-26 06:27:54,2024-06-26 07:50:00,user441,192.168.9.27,Canada,Montréal,"[45.5,-73.5833]"
6116,2024-06-26 18:37:56,2024-06-26 21:35:29,user264,192.168.60.158,United Arab Emirates,Al ‘Ayn,"[24.2305,55.74]"
6117,2024-06-07 04:02:13,2024-06-07 13:02:03,user29,192.168.186.76,Morocco,Kenitra,"[34.2704,-6.58]"
6118,2024-05-24 13:32:37,2024-05-24 18:37:28,user263,192.168.23.71,United States,Boise,"[43.6007,-116.2312]"
6119,2024-06-08 00:34:28,2024-06-08 06:06:36,user290,192.168.169.201,United States,Lancaster,"[40.042,-76.3012]"
6120,2024-06-25 06:56:34,2024-06-25 09:03:30,user492,192.168.221.219,Russia,Naberezhnyye Chelny,"[55.7,52.3199]"
6121,2024-05-08 17:37:06,2024-05-08 21:46:17,user140,192.168.219.105,Germany,Frankfurt,"[50.1,8.675]"
6122,2024-06-25 04:33:56,2024-06-25 11:53:14,user169,192.168.139.97,Mexico,Nuevo Laredo,"[27.5,-99.55]"
6123,2024-05-30 06:18:05,2024-05-30 07:45:22,user0,192.168.210.194,Nigeria,Uyo,"[5.008,7.85]"
6124,2024-05-06 21:49:55,2024-05-07 05:30:59,user488,192.168.73.208,France,Bordeaux,"[44.85,-0.595]"
6125,2024-05-17 11:10:55,2024-05-17 14:15:56,user2,192.168.198.44,Morocco,Ksar El Kebir,"[35.0204,-5.91]"
6126,2024-05-09 20:44:50,2024-05-10 04:42:59,user457,192.168.96.17,Japan,Matsuyama,"[33.8455,132.7658]"
6127,2024-05-10 18:08:17,2024-05-10 23:55:26,user341,192.168.207.18,Japan,Hiroshima,"[34.3878,132.4429]"
6128,2024-05-06 00:47:05,2024-05-06 08:02:39,user162,192.168.113.104,United Kingdom,Bournemouth,"[50.73,-1.9]"
6129,2024-05-11 23:28:18,2024-05-11 23:33:53,user91,192.168.197.50,Venezuela,Maiquetía,"[10.6004,-66.97]"
6130,2024-06-28 08:49:41,2024-06-28 14:44:31,user320,192.168.19.85,Brazil,Rio de Janeiro,"[-22.925,-43.225]"
6131,2024-06-28 18:47:29,2024-06-28 19:57:21,user182,192.168.250.130,Russia,Kaluga,"[54.5204,36.27]"
6132,2024-06-14 20:59:34,2024-06-14 22:08:11,user188,192.168.112.178,Argentina,Buenos Aires,"[-34.6025,-58.3975]"
6133,2024-05-15 19:00:04,2024-05-15 23:08:09,user348,192.168.95.30,Brazil,Florianópolis,"[-27.58,-48.52]"
6134,2024-05-02 21:07:59,2024-05-03 04:44:02,user229,192.168.143.93,United States,Bonita Springs,"[26.3559,-81.7861]"
6135,2024-05-02 08:00:55,2024-05-02 16:07:23,user480,192.168.145.127,Germany,Bremen,"[53.08,8.8]"
6136,2024-05-12 01:07:45,2024-05-12 01:12:15,user288,192.168.237.115,United States,Dallas,"[32.7936,-96.7662]"
6137,2024-05-02 17:45:35,2024-05-02 19:53:39,user65,192.168.136.186,Italy,Verona,"[45.4404,10.99]"
6138,2024-05-06 06:12:49,2024-05-06 06:15:25,user463,192.168.3.13,Czechia,Ostrava,"[49.8304,18.25]"
6139,2024-06-15 12:42:06,2024-06-15 19:17:59,user135,192.168.78.225,Indonesia,Surakarta,"[-7.565,110.825]"
6140,2024-06-23 21:58:50,2024-06-24 01:37:31,user63,192.168.27.237,Turkey,Diyarbakır,"[37.9204,40.23]"
6141,2024-05-12 08:48:43,2024-05-12 17:02:08,user58,192.168.17.213,Poland,Kraków,"[50.06,19.96]"
6142,2024-05-01 08:40:30,2024-05-01 08:51:35,user349,192.168.163.120,France,Toulon,"[43.1342,5.9188]"
6143,2024-06-19 03:20:45,2024-06-19 04:35:02,user59,192.168.69.182,Spain,Bilbao,"[43.25,-2.93]"
6144,2024-06-16 17:56:06,2024-06-16 21:20:04,user315,192.168.69.126,"Korea, South",Suwon,"[37.2578,127.0109]"
6145,2024-05-20 17:10:55,2024-05-21 01:48:39,user453,192.168.99.12,Brazil,São José dos Pinhais,"[-25.57,-49.18]"
6146,2024-06-06 06:08:19,2024-06-06 10:00:19,user49,192.168.152.73,Indonesia,Semarang,"[-6.9666,110.42]"
6147,2024-06-08 10:45:04,2024-06-08 15:40:07,user106,192.168.52.95,Thailand,Samut Prakan,"[13.6069,100.6115]"
